page_url,image_url,movie_title,description
https://ithinker.ru/film/chelovek-benzopila-2022/,https://ithinker.ru/static/images/film/1/thumb/319342.jpg,Человек-бензопила (2022),"Дэндзи хотел жить спокойной жизнью со своей девушкой, но, чтобы расплатиться с оставшимися от отца долгами, был вынужден заниматься нелегальной охотой на демонов и однажды погиб. Его не самый обычный домашний питомец Потита каким-то образом слился с его мертвым телом, и теперь парень способен превращать конечности в бензопилы. Такого ценного кадра нанимает Бюро общественной безопасности, чтобы тот снова охотился на демонов — теперь официально."
https://ithinker.ru/film/lyubov-smert-i-roboty-2019/,https://ithinker.ru/static/images/film/1/thumb/58953.jpg,"Любовь, смерть и роботы (2019)",Короткометражные фильмы на фантастические темы.
https://ithinker.ru/film/pozolochennyj-vek-2022/,https://ithinker.ru/static/images/film/13/thumb/318504.jpg,Позолоченный век (2022),Description not found
https://ithinker.ru/film/dom-gucci-2021/,https://ithinker.ru/static/images/film/10/thumb/318107.jpg,Дом Gucci (2021),Description not found
https://ithinker.ru/film/u-kholmov-est-glaza-2006/,https://ithinker.ru/static/images/film/3/thumb/5214.jpg,У холмов есть глаза (2006),"Путешествуя по Америке в доме на колесах, семейство Картеров, попав в аварию, оказывается в таинственной ядерной зоне, отрезанной от цивилизации. Однако со временем Картеры обнаруживают, что на этой вроде бы пустынной территории обитает кровожадная семейка мутантов, которые начинают вести охоту на них…"
https://ithinker.ru/film/temnye-nachala-2019/,https://ithinker.ru/static/images/film/7/thumb/60626.jpg,Темные начала (2019),"Лира Белаква живёт в мире, где существуют ведьмы и бронированные медведи, а у людей есть деймоны — существа, составляющие неотъемлемую часть их личностей. Опекун девочки, исследователь лорд Азриэл, находит способ передвигаться между параллельными землями, благодаря чему Лира знакомится с мальчиком Уиллом, который живёт в мире, лишённом магии."
https://ithinker.ru/film/drugie-2018/,https://ithinker.ru/static/images/film/7/thumb/59335.jpg,Другие (2018),Description not found
https://ithinker.ru/film/luchshie-v-adu-2022/,https://ithinker.ru/static/images/film/20/thumb/319530.jpg,Лучшие в аду (2022),Description not found
https://ithinker.ru/film/prostushka-2015/,https://ithinker.ru/static/images/film/5/thumb/10018.jpg,Простушка (2015),"Бьянка – ничем не примечательная старшеклассница. Она хорошо учится и дружит с двумя красотками. При этом в школе большая часть учеников даже не подозревает о ее существовании. Однажды Бьянка узнает, что красотки общались с ней только для того, чтобы лучше выглядеть на ее фоне. Героиня ссорится с ними и решает кардинально изменить свою жизнь. Она обращается к красавчику Уэсли – самому популярному парню в школе. В детстве Бьянка хорошо с ним общалась, но потом их пути разошлись. Девушка предлагает сделку: она помогает ему подготовиться к экзаменам, а Уэсли взамен учит ее одеваться, правильно вести себя на свидании и прочим премудростям."
https://ithinker.ru/film/psihiatricheskaya-bolnica-kondzhiam-2018/,https://ithinker.ru/static/images/film/7/thumb/58384.jpg,Психиатрическая больница Конджиам (2018),"После группового самоубийства 42 пациентов и исчезновения главврача 26 октября 1979 года психиатрическую больницу Конджиам закрыли. С тех пор это место притягивает любителей пощекотать нервы, и о нём ходят легенды — якобы здание населено призраками, и никому не удалось открыть дверь в зловещую комнату 402. Видеоблогер, ведущий шоу ужасов на YouTube, набирает команду отчаянных исследователей, чтобы именно 26 октября устроить прямой эфир из больницы, набрать миллион просмотров, добраться до комнаты 402 и открыть её дверь любой ценой."
https://ithinker.ru/film/khodjachijj-zamok-2004/,https://ithinker.ru/static/images/film/1/thumb/89.jpg,Ходячий замок (2004),"Злая ведьма заточила 18-летнюю Софи в тело старухи. В поисках того, кто поможет ей вернуться к своему облику, Софи знакомится с могущественным волшебником Хаулом и его демоном Кальцифером. Кальцифер должен служить Хаулу по договору, условия которого он не может разглашать. Девушка и демон решают помочь друг другу избавиться от злых чар…"
https://ithinker.ru/film/poslednee-korolevstvo-serial-2015/,https://ithinker.ru/static/images/film/5/thumb/10587.jpg,Последнее королевство (2015),"Сюжет рассказывает о временах правления короля Уэссекса Альфреда Великого, сумевшего отвоевать английские земли у датских викингов — заморских захватчиков. Главным героем повествования выступает ещё в младенчестве похищенный данами Утред — потомок благородного саксонского рода. Воспитанный как викинг, в очень непростой момент жизненного выбора молодой воин должен будет решить для себя, чью сторону он примет в решающих сражениях за судьбу древней Британии."
https://ithinker.ru/film/dom-sovy-2020/,https://ithinker.ru/static/images/film/7/thumb/61749.jpg,Дом Совы (2020),"Самоуверенная девочка-подросток Луз попадает в Измерение демонов, где находит новых друзей — ведьму-бунтарку Эжу и невысокого воина по имени Король. В этом мире Луз погрузится в освоение колдовского ремесла и разнообразные приключения."
https://ithinker.ru/film/zdravstvuj-papa-novyj-god-2015/,https://ithinker.ru/static/images/film/6/thumb/36872.jpg,"Здравствуй, папа, Новый год (2015)","Отец двоих детей возвращается к своей бывшей жене, которая успела выйти замуж, и теперь его ждет соперничество с отчимом за внимание своих отпрысков."
https://ithinker.ru/film/chuzhojj-1979/,https://ithinker.ru/static/images/film/1/thumb/344.jpg,Чужой (1979),"Космический буксир движется к Земле. Управляет им автопилот, а команда погружена в сон из-за длительности полета. Пробудившись, они обнаруживают, что попали далеко за пределы Солнечной системы и находятся в районе некой неисследованной планеты. Бортовой компьютер фиксирует радиосигнал, предположительно посланный разумными существами. Если это – мольбы о помощи, то команда обязана обнаружить источник сигнала и составить полный отчет.
Спустившись на поверхность планеты, экипаж обнаруживает следы ужасающей катастрофы, обилие трупов инопланетных существ и еще множество фактов, указывающих на нависшую опасность. Спасаясь от невероятных ужасов планеты, экипаж гибнет очень быстро. Несколько уцелевших планируют побег любым способом, но инопланетный разум намного превосходит человеческие возможности."
https://ithinker.ru/film/bolshaya-malenkaya-lozh-2017/,https://ithinker.ru/static/images/film/7/thumb/57000.jpg,Большая маленькая ложь  (2017),"На благотворительном балу в школе происходит убийство, однако имя жертвы неизвестно. Сюжет рассказывает о нескольких месяцах, предшествовавших происшествию, и сосредоточен на пяти семьях, чьи дети ходят в один класс. Все эти семьи загадочным образом связаны с убийством…"
https://ithinker.ru/film/otrode-kaliguly-2009/,https://ithinker.ru/static/images/film/5/thumb/208932.jpg,Отродье Калигулы (2009),"Действие картины происходит во времена древнеримской империи, красивая и опасная Друскилла занимается продажей рабынь, все у нее в избытке, но даже у избытка есть свой предел, если она переходит дорогу Флавиусу. Заговор вращается вокруг сексуальных отношений, рабынь и конкуренции."
https://ithinker.ru/film/vnuk-mudreca-2019/,https://ithinker.ru/static/images/film/7/thumb/60652.jpg,Внук мудреца (2019),"Однажды офисный работник Син умирает и перерождается в другом мире, где правит магия. Юного Сина приютил мудрец Мерлин и вырастил из него выдающегося волшебника. Однако тот жил в отшельничестве, поэтому Син ничего не знает о внешнем мире. Чтобы это исправить, его оправляют в королевскую школу волшебства."
https://ithinker.ru/film/plennicy-2013/,https://ithinker.ru/static/images/film/1/thumb/1969.jpg,Пленницы (2013),"Маленький пенсильванский городок. Семья Доверов и их соседи собираются вместе для празднования Дня Благодарения. Их маленькие дети бегут на улицу поиграть. Постепенно встревоженные родители понимают, что девочки так и вернулись домой. Не найдя пропавших дочерей, соседи решают вызвать полицию.
На место страшного преступления приезжает молодой детектив по имени Локки, который, к сожалению, не находит ничего подозрительно. зацепиться не за что. Разве что старый фургон, который был замечен неподалеку. Алекса, владельца машины арестовывают, но вскоре отпускают, так как у полиции нет никаких доказательств его вины. Тем не менее родители девочек уверены, что в похищении виноват именно он, поэтому они идут на отчаянное решение и берут расследование в свои руки."
https://ithinker.ru/film/styd-2015/,https://ithinker.ru/static/images/film/7/thumb/56731.jpg,Стыд  (2015),"Сериал о жизни пяти подруг из старшей школы «Hartvig Nissens» в Осло. На примере Евы, Нуры, Вильде, Крис и Саны мы можем увидеть, какие события переживают норвежские подростки в повседневной жизни: первая любовь и измены, дружба и предательство, общественное порицание и популярность и, конечно, подготовка к выпуску."
https://ithinker.ru/film/zakon-kamennykh-dzhunglejj-serial-2015/,https://ithinker.ru/static/images/film/5/thumb/10181.jpg,Закон каменных джунглей (2015),"Четыре парня с окраины Москвы решают заработать легких денег — перегнать машину с краденым грузом внутри. Не особо задумываясь о последствиях, они совершают одну ошибку за другой, и очень скоро у них появляются серьезные проблемы с законом. Теперь пути назад нет и, чтобы выжить, четырем друзьям нужно во что бы то ни стало держаться вместе."
https://ithinker.ru/film/perl-kharbor-2001/,https://ithinker.ru/static/images/film/1/thumb/466.jpg,Перл Харбор (2001),"Эта история двух друзей — летчиков. Их судьбы переплавились в топке Второй мировой войны. Их чувства были опалены языками великой страсти. Огонь стал для них вторым домом.Мир рушился, прошлое скрылось в сумерках пожарищ, и теперь за будущее должен был бороться каждый, на земле и на небе, в дружбе и вражде."
https://ithinker.ru/film/idealnye-neznakomcy-2016/,https://ithinker.ru/static/images/film/7/thumb/54833.jpg,Идеальные незнакомцы (2016),"Семеро старых друзей собираются вместе на ужин. Когда они решают начать игру, заключающуюся в том, что им придется читать все поступающие смс вслух, а на звонки отвечать по громкой связи, они и представить себе не могут, к чему приведет такая откровенность."
https://ithinker.ru/film/smert-na-nile-2017/,https://ithinker.ru/static/images/film/2/thumb/80835.jpg,Смерть на Ниле (2021),"На этот раз необходимость расследовать загадочное убийство, отвлекаясь от собственного отдыха, настигает Пуаро на борту роскошного круизного парохода, следующего вдоль по Нилу."
https://ithinker.ru/film/trassa-60-2001/,https://ithinker.ru/static/images/film/1/thumb/242.jpg,Трасса 60 (2001),"В легендах и мифах есть персонажи, главная задача которых — исполнять желания. У арабов — это джинны, у ирландцев — лепреконы, у китайцев — драконы, у европейцев — феи и лесные духи. А в Америке есть некто О. Ж. Грант — довольно странный и забавный человек, который тоже может исполнить любое Ваше желание. Но будьте осторожны — он очень проказлив! Вот его-то и встречает однажды Нейл Оливер.Нейл вполне доволен своей жизнью: у него обеспеченные родители, симпатичная невеста и впереди блестящая карьера юриста. Но с недавних пор по ночам ему стала сниться загадочная девушка, которую он никак не может выбросить из головы.Чудаковатый Грант приглашает Нила совершить поездку по таинственной автостраде 60, которой нет ни на одной карте США. И Нейл бросает все и пускается в самое невероятное и рискованное путешествие в своей жизни, решив, во что бы то ни стало разыскать незнакомку из своих снов."
https://ithinker.ru/film/vetrenaya-reka-2016/,https://ithinker.ru/static/images/film/7/thumb/60748.jpg,Ветреная река (2016),"В пустыне на территории индейской резервации «Ветреная река» егерь Кори Ламберт находит изувеченное тело молодой девушки. Начинающий агент ФБР, которая не знакома с местными природными условиями и обычаями, просит охотника из Департамента рыболовства и охоты помочь поймать убийц девушки."
https://ithinker.ru/film/ja--legenda-2007/,https://ithinker.ru/static/images/film/1/thumb/1520.jpg,Я – легенда (2007),"Вирус опустошил города Земли. Большая часть населения погибла, остальные превратились в монстров и выбираются из укрытий только по ночам. Исследователь Роберт Невилл блуждает по пустынным улицам, пытается связаться с другими выжившими и постоянно экспериментирует, создавая лекарство от вируса. Но вечно так продолжаться не может..."
https://ithinker.ru/film/gladiator-2000/,https://ithinker.ru/static/images/film/1/thumb/19.jpg,Гладиатор (2000),"Максимус был по-настоящему легендарным генералом Римской империи. Этот знаменитый военачальник не боялся смерти, поэтому он смело вел вперед свои легионы, сокрушая дерзких врагов. Воины боялись и уважали своего командира, который славился благородством и отвагой. Но вероломные интриги буквально заставили Максимуса бежать, оставив свой дом. Теперь на родине герой несправедливо приговорен к смертной казне. В такой ситуации ему суждено было стать гладиатором, чтобы через жестокие поединки в Колизее отомстить врагам, забравшим у Максимуса все."
https://ithinker.ru/film/lyubovnik-ledi-chatterlej-tv-2015/,https://ithinker.ru/static/images/film/6/thumb/43999.jpg,Любовник леди Чаттерлей (2015),"Фильм повествует о любовных отношениях Констанс Чаттерлей, жены родовитого сэра Клиффорда Чаттерлей. Отношения между супругами охладевают, когда Клиффорд возвращается с войны. Из-за ранения у него парализована нижняя часть тела. Поначалу жена соглашается на платонические отношениями с мужем, но затем находит утешение в объятиях другого мужчины…"
https://ithinker.ru/film/krik-1996/,https://ithinker.ru/static/images/film/2/thumb/2839.jpg,Крик (1996),"По городу прокатилась волна жестоких убийств, жертвами становятся беззащитные люди. Новой жертвой телефонного маньяка из городка Вудсборо может стать ещё одна девушка — Сидни Прескотт. Год назад у неё была изнасилована и убита мать, теперь маньяк угрожает ей самой. Но в первой ночной схватке с убийцей, девушка смогла спастись. Полиция находит на месте покушения маску и плащ. Впрочем, такие маски можно купить в лавке ужасов, и проку для следствия от найденных улик нет никакого. Нет, вроде, и мотивов для убийств, если только не принять за главную версию, что маньяк — страстный поклонник фильмов ужасов и убивает свои жертвы только ради удовольствия…"
https://ithinker.ru/film/klyuchi-lokkov-2020/,https://ithinker.ru/static/images/film/7/thumb/61629.jpg,Ключи Локков (Лок и ключ) (2020),"Овдовевшая женщина с тремя детьми переезжает в фамильное имение Дом Ключей в городке Мэтисон. Семья надеется начать жизнь заново, оставив в прошлом недавние трагические происшествия — отец семейства был жестоко убит. Но особняк скрывает в своих стенах некие ключи и чудовище, которое за ними охотится."
https://ithinker.ru/film/semejjka-addams-1991/,https://ithinker.ru/static/images/film/1/thumb/2710.jpg,Семейка Аддамс (1991),"Черная комедия о колоритной семейке, обитающей в не менее колоритном доме. Глава семьи, Гомес Аддамс — очень самоуверенный и довольно импульсивный тип, который четверть века тому назад страшно поругался со своим старшим братом Фестером, после чего тот пропал без вести. Все попытки отыскать его были безуспешными. Но вот, однажды на пороге фамильного особняка появляется некто, очень похожий на Фестера. Но состоится ли триумфальное возвращение в семью «блудного брата»?"
https://ithinker.ru/film/plohie-2009/,https://ithinker.ru/static/images/film/1/thumb/2405.jpg,Отбросы (2009),"Келли, Нейтан, Кертис, Алиша и Саймон выполняют общественные работы за совершение мелких преступлений. Они — не друзья. Более того, у них нет ничего общего. В группе постоянно происходят конфликты, споры и драки. Но в удивительный день во время сильного шторма сильная молния делает из них супергероев и наделяет их сверхвозможностями. Они понятия не имеют, что делать с этими сверхвозможностями. Более того, никто из них не рад своей новой силе, потому что она раскрывает их самые глубокие комплексы и тайны, которые бы они не хотели выставлять напоказ."
https://ithinker.ru/film/linkoln-raym-ohota-na-sobiratelya-kostey-2020/,https://ithinker.ru/static/images/film/7/thumb/61964.jpg,Линкольн Райм: Охота на Собирателя костей (2020),"Линкольн Райм — знаменитый криминалист, автор множества книг, навсегда прикованный к постели. Амелия Донаги — начинающая полицейская. Когда в городе появляется маньяк, она становится глазами и ушами Райма - с её помощью гений криминалистики пытается разгадать тайный шифр, скрытый в непредсказуемых убийствах."
https://ithinker.ru/film/zapah-klubniki-serial-2015/,https://ithinker.ru/static/images/film/7/thumb/47061.jpg,Запах клубники (2015),"Сериал рассказывает полную историю любви юной и прекрасной девушки Аслы. Она мечтает стать кондитером мирового уровня. Однажды, судьба сведет ее с молодым и богатым парнем по имени Бурак, который к тому же самый завидный жених Турции. Встреча окажется не особо приятной. Они возненавидят друг друга. Однажды, девушка с подругой уезжает в Бодрум. Какого же было ее удивление, когда в самолете рядом с ней сидел тот самый парень…"
https://ithinker.ru/film/parfjumer-istorija-odnogo-ubijjcy-2006/,https://ithinker.ru/static/images/film/1/thumb/2708.jpg,Парфюмер: История одного убийцы (2006),"Жестокий, никогда не знавший любви, сирота Жан-Батист Гренуй настоящих успехов достиг лишь на одном поприще — среди парфюмеров ему никогда не было равных. По его духам сходит с ума весь высший свет, не подозревая о том, какой страшной ценой будет получен последний, идеальный аромат."
https://ithinker.ru/film/osnovnojj-instinkt-1992/,https://ithinker.ru/static/images/film/2/thumb/3352.jpg,Основной инстинкт (1992),"Детектив Ник Каррен ведет расследование по делу об извращенном убийстве на сексуальной почве. Подозрение падает на подругу убитого Кэтрин — писательницу, автора шокирующих романов, которая в своей последней книге подробно описала абсолютно аналогичное преступление.Но обворожительная, неимоверно сексуальная писательница, обладает удивительной способностью манипулировать мужчинами, пробудив в них один из самых основных инстинктов."
https://ithinker.ru/film/ford-protiv-ferrari-2019/,https://ithinker.ru/static/images/film/7/thumb/60597.jpg,Ford против Ferrari (2019),Генри Форд II отправляет целеустремленную команду инженеров и дизайнеров во главе с Кэроллом Шелби (Мэтт Деймон) и его британским водителем Кеном Майлзом (Кристиан Бэйл) создать абсолютно новый автомобиль и наконец победить неизменного лидера (команду Феррари) на чемпионате мира 1966 года во Франции.
https://ithinker.ru/film/predposlednyaya-instanciya-2021/,https://ithinker.ru/static/images/film/15/thumb/318350.jpg,Предпоследняя инстанция (2021),Description not found
https://ithinker.ru/film/manyunya-2021/,https://ithinker.ru/static/images/film/9/thumb/318349.jpg,Манюня (2021),Description not found
https://ithinker.ru/film/legenda-o-kolovrate-2017/,https://ithinker.ru/static/images/film/7/thumb/57544.jpg,Легенда о Коловрате (2017),"XIII век. Русь раздроблена и вот-вот падет на колени перед ханом Золотой Орды Батыем. Испепеляя города и заливая русские земли кровью, захватчики не встречают серьезного сопротивления, и лишь один воин бросает им вызов. Молодой рязанский витязь Евпатий Коловрат возглавляет отряд смельчаков, чтобы отомстить за свою любовь и за свою родину. Его отвага поразит даже Батыя, а его имя навсегда останется в памяти народа. Воин, ставший легендой. Подвиг, сохранившийся в веках."
https://ithinker.ru/film/spartak-krov-i-pesok-serial-2010/,https://ithinker.ru/static/images/film/1/thumb/1586.jpg,Спартак: Кровь и песок (2010),"«Спартак: Кровь и песок» — это жесткий и выразительный рассказ о самом знаменитом из римских гладиаторов. Спартака разлучили с любовью всей его жизни и заставили выходить на арену, где смерть — лучшее развлечение для толпы. Спартак должен бороться за выживание, подружиться с врагами, и усвоить политику нового мира жестокости, секса и славы. Его будут соблазнять властью и изводить местью. Но его страсть даст ему силы преодолеть все испытания в этой истории о смерти, чести и стойкости."
https://ithinker.ru/film/puaro-1989/,https://ithinker.ru/static/images/film/1/thumb/1264.jpg,Пуаро  (1989),Сериал по одноимённому циклу детективных романов Агаты Кристи о бельгийском детективе Эркюле Пуаро.
https://ithinker.ru/film/klaus-2019/,https://ithinker.ru/static/images/film/7/thumb/60595.jpg,Клаус (2019),"Владелец почтовой империи, чтобы научить ленивого отпрыска по имени Джеспер уму-разуму, отправляет его на крайний север в город Смиренсбург. Тот должен организовать там почтовое отделение и за год обработать не менее 6000 писем. Прибыв на место, парень оказывается в зоне боевых действий: два семейных клана, так уж исторически сложилось, питают взаимную ненависть и свято чтут многовековую традицию при любой возможности мутузить друг друга и делать пакости. Разумеется, в такой обстановке не до писем, и почтовое отделение давно превратилось в курятник. Уже практически отчаявшись, Джеспер посещает лесного отшельника по имени Клаус, и их знакомство положит начало удивительным событиям."
https://ithinker.ru/film/kljuch-ot-vsekh-dverejj-2005/,https://ithinker.ru/static/images/film/1/thumb/2495.jpg,Ключ от всех дверей (2005),"25-летняя Кэролайн Эллис устраивается работать сиделкой к пожилому инвалиду Бену Деверо, владельцу огромного особняка неподалеку от Луизианы. Его жена Вайолет вручает девушке универсальный ключ от всех дверей в доме.
Однажды Кэролайн обнаруживает секретную комнату, расположенную на чердаке с массой мистических предметов. Хозяйка утверждает, что вещи принадлежат бывшим владельцам, которые занимались черной магией. Вскоре Кэролайн становится свидетельницей довольно странных и необъяснимых событий и решает, во что бы то ни стало, разгадать секрет таинственной комнаты…"
https://ithinker.ru/film/konyok-gorbunok-2021/,https://ithinker.ru/static/images/film/1/thumb/66424.jpg,Конёк-Горбунок (2021),Description not found
https://ithinker.ru/film/nizhe-eyo-gub-2016/,https://ithinker.ru/static/images/film/7/thumb/57170.jpg,Ниже её губ (2016),"История неожиданной любви между двумя девушками. Молодая Даллас влюбляется в красотку Жасмин, редактора модного журнала. Вскоре их интрижка перерастает во что-то большее."
https://ithinker.ru/film/lekar-uchenik-avicenny-2013/,https://ithinker.ru/static/images/film/2/thumb/3990.jpg,Лекарь: Ученик Авиценны (2013),"Англия, XI век. Мать десятилетнего Роба Коула умирает в страшных мучениях: никто не знает ни природы её болезни, ни лекарства против неё. Маленький Роб, потрясенный до глубины души, во что бы то ни стало стремится разгадать эту тайну. Ему суждено пройти долгий путь, от Англии до Персии, его учителями становятся сначала обыкновенный шарлатан Барбер, а потом — великий лекарь Авиценна. Мудрый учитель видит в Робе необыкновенный талант к медицине, но советует ему не спешить делать вещи, которые не соответствуют веку. Но Роб ни перед чем не останавливается в своем желании научиться спасать людей от смерти, и над его собственной жизнью нависает угроза, ведь он дважды пошел против предрассудков: использовал для научных исследований тело человека и полюбил женщину, отданную в жены другому."
https://ithinker.ru/film/svaty-6-serial-2013/,https://ithinker.ru/static/images/film/6/thumb/35985.jpg,Сваты 6 (2013),"События происходят через полгода после событий, происходивших в сериале «Сваты 5». В шестом сезоне сюжет впервые охватывает не только сезон летних каникул, а целый год. Сваты с внуками успеют поздравить любимых женщин с 8 марта, «ухандокаться» на посадочно-поливочной-уборочной, отправить Евгению учиться в институт, конечно, не забыв при этом разругаться в пух и прах. Также поздравить ветеранов с 9 мая, пережить с Митяем все трудности беременности Ларисы. Отметят удачно совпавший с днем Милиции юбилей Ивана. Будько-Ковалёвы-Берковичи побывают на «Евро-2012», прокатятся на круизном лайнере по Волге, задержат беглого преступника, спасут урожай для страны, а страну от бюрократии, женят Берковича, побывают в прошлом и встретят Новый год."
https://ithinker.ru/film/vosem-podrug-oushena-2018/,https://ithinker.ru/static/images/film/7/thumb/57137.jpg,Восемь подруг Оушена (2018),"Пять лет, восемь месяцев, 12 дней… и далее. Именно столько Дебби Оушен разрабатывала план величайшего ограбления своей жизни.
Она точно знает, что для него потребуется, — команда лучших в своем деле, начиная с ее давней сообщницы Лу Миллер. Вместе они собирают команду уникальных специалистов. Их цель — неотразимые 150 миллионов долларов в бриллиантах — в бриллиантах на шее всемирно известной актрисы Дафны Клюгер, к которой будет приковано всеобщее внимание на главном событии года — бале в Метрополитен-музее. "
https://ithinker.ru/film/vremja-2011/,https://ithinker.ru/static/images/film/1/thumb/438.jpg,Время (2011)," Американский фильм режиссёра Эндрю Никола переносит нас в будущее. Благодаря генной инженерии человечество избавлено от старости – людской организм теперь взрослеет лишь до 25 лет, а затем человек остаётся двадцатипятилетним навсегда. Но для вечной жизни требуется время, которое является единственной валютой. Грабители времени стараются всеми путями им завладеть.
Однажды Уилл Салас, житель трущоб, спасает 105- летнего Генри Гамильтона, которому его жизнь порядком наскучила. Спасённый Генри в благодарность подарил Уиллу всё своё оставшееся время, оставив себе лишь пять минут. Герой кинофильма решает поделить подаренное ему время со своими близкими и единственным другом."
https://ithinker.ru/film/proekt-x-dorvalis-2012/,https://ithinker.ru/static/images/film/2/thumb/4479.jpg,Проект X: Дорвались (2012),"Сюжет фильма рассказывает историю трех поначалу никому не известных старшеклассников, которые пытаются заявить о себе. Их задумка выглядит вполне невинно: надо просто организовать незабываемую вечеринку… но к такому они готовы не были. Молва разлетается слишком быстро, рушатся мечты, уже испорчена репутация, но одновременно зарождаются легенды."
https://ithinker.ru/film/sila-devyati-bogov-2018/,https://ithinker.ru/static/images/film/7/thumb/59409.jpg,Сила девяти Богов (2018),"Непроглядная Тьма покрыла некогда процветающее царство Рамптеп. Но есть пророчество, что под созвездием Льва родится человек, который освободит свой народ от ига демонов. На острове Нок-Энн подрастает мальчик, которому предстоит постичь тайну магической силы Камня силы Девяти Богов и овладеть древним боевым искусством муай-тай. Теперь в его руках судьба царства."
https://ithinker.ru/film/tajnoe-vlechenie-2012/,https://ithinker.ru/static/images/film/6/thumb/36732.jpg,Тайное влечение (2012),"Главные героини картины — Лил и Роз — две давние подруги, которые влюбляются в сыновей друг друга. Опасаясь огласки и осуждения, они вынуждены скрывать свои чувства на протяжении нескольких лет. Впрочем, все тайное рано или поздно становится явным. Когда информация о непростых взаимоотношениях квартета становится достоянием общественности, это не только грозит разрушить жизни обеих подруг, но и ставит перед сложным выбором их сыновей…"
https://ithinker.ru/film/v-obyatiyah-ubijcy-2019/,https://ithinker.ru/static/images/film/7/thumb/62590.jpg,В объятиях убийцы (2019),"Виктор — хладнокровный и расчётливый киллер, он готов на всё ради денег. Но всё меняется, когда он прибывает в загородный дом ради сделки, а уезжает оттуда с любимой девушкой наркобарона."
https://ithinker.ru/film/aleks-lyutyj-2020/,https://ithinker.ru/static/images/film/7/thumb/62629.jpg,Алекс Лютый (2020),Description not found
